"name","icpsr","state","party","congress","chamber","born","died","image","source","provenance"
"ALBERT, Carl Bert","000062","Oklahoma","Democratic Party",94,"House",1908,2000,"images/bio_guide/000062.jpg","bio_guide",""
"BARRETT, William Aloysius","000465","Pennsylvania","Democratic Party",94,"House",1896,1976,"images/bio_guide/000465.jpg","bio_guide",""
"BEALL, John Glenn, Jr.","012002","Maryland","Republican Party",94,"Senate",1927,2006,"images/bio_guide/012002.jpg","bio_guide",""
"BELL, Alphonzo","010505","California","Republican Party",94,"House",1914,2004,"images/bio_guide/010505.jpg","bio_guide",""
"BIESTER, Edward George, Jr.","011001","Pennsylvania","Republican Party",94,"House",1931,"","images/bio_guide/011001.jpg","bio_guide",""
"BROCK, William Emerson, III","010571","Tennessee","Republican Party",94,"Senate",1930,"","images/bio_guide/010571.jpg","bio_guide",""
"BUCKLEY, James Lane","013100","New York","Conservative Party",94,"Senate",1923,"","images/bio_guide/013100.jpg","bio_guide",""
"CASEY, Robert Randolph","001577","Texas","Democratic Party",94,"House",1915,1986,"images/bio_guide/001577.jpg","bio_guide",""
"CLANCY, Donald Daniel","010510","Ohio","Republican Party",94,"House",1921,2007,"images/bio_guide/010510.jpg","bio_guide",""
"CONLAN, John Bertrand","014011","Arizona","Republican Party",94,"House",1930,"","images/wiki/014011.jpg","wiki",""
"COTTON, Norris H.","002087","New Hampshire","Republican Party",94,"Senate",1900,1989,"images/bio_guide/002087.jpg","bio_guide",""
"DANIELS, Dominick Vincent","002329","New Jersey","Democratic Party",94,"House",1908,1987,"images/bio_guide/002329.jpg","bio_guide",""
"DOWNING, Thomas Nelms","002706","Virginia","Democratic Party",94,"House",1919,2001,"images/bio_guide/002706.jpg","bio_guide",""
"ESCH, Marvin Leonel","011015","Michigan","Republican Party",94,"House",1927,2010,"images/bio_guide/011015.jpg","bio_guide",""
"ESHLEMAN, Edwin Duing","011016","Pennsylvania","Republican Party",94,"House",1920,1985,"images/bio_guide/011016.jpg","bio_guide",""
"EVINS, Joseph Landon","003034","Tennessee","Democratic Party",94,"House",1910,1984,"images/bio_guide/003034.jpg","bio_guide",""
"FANNIN, Paul Jones","010804","Arizona","Republican Party",94,"Senate",1907,2002,"images/bio_guide/010804.jpg","bio_guide",""
"FONG, Hiram Leong","003255","Hawaii","Republican Party",94,"Senate",1906,2004,"images/bio_guide/003255.jpg","bio_guide",""
"FORD, Gerald Rudolph, Jr.","099905","President","Republican Party",94,"President",1913,2006,"images/bio_guide/099905.jpg","bio_guide",""
"FULTON, Richard Harmon","010586","Tennessee","Democratic Party",94,"House",1927,"","images/bio_guide/010586.jpg","bio_guide",""
"GREEN, William Joseph","010591","Pennsylvania","Democratic Party",94,"House",1938,"","images/bio_guide/010591.jpg","bio_guide",""
"GUDE, Gilbert","011019","Maryland","Republican Party",94,"House",1923,2007,"images/bio_guide/011019.jpg","bio_guide",""
"HALEY, James Andrew","003929","Florida","Democratic Party",94,"House",1899,1981,"images/bio_guide/003929.jpg","bio_guide",""
"HALL, Tim Lee","014228","Illinois","Democratic Party",94,"House",1925,2008,"images/bio_guide/014228.jpg","bio_guide",""
"HART, Philip Aloysius","004148","Michigan","Democratic Party",94,"Senate",1912,1976,"images/bio_guide/004148.jpg","bio_guide",""
"HARTKE, Rupert Vance","004154","Indiana","Democratic Party",94,"Senate",1919,2003,"images/bio_guide/004154.jpg","bio_guide",""
"HASTINGS, James Fred","012017","New York","Republican Party",94,"House",1926,2014,"images/bio_guide/012017.jpg","bio_guide",""
"HAYES, Philip Harold","014232","Indiana","Democratic Party",94,"House",1940,"","images/bio_guide/014232.jpg","bio_guide",""
"HAYS, Wayne Levere","004247","Ohio","Democratic Party",94,"House",1911,1989,"images/bio_guide/004247.jpg","bio_guide",""
"HECHLER, Kenneth William","004276","West Virginia","Democratic Party",94,"House",1914,"","images/bio_guide/004276.jpg","bio_guide",""
"HELSTOSKI, Henry","010737","New Jersey","Democratic Party",94,"House",1925,1999,"images/bio_guide/010737.jpg","bio_guide",""
"HENDERSON, David Newton","010527","North Carolina","Democratic Party",94,"House",1921,2004,"images/bio_guide/010527.jpg","bio_guide",""
"HICKS, Floyd Verne","010738","Washington","Democratic Party",94,"House",1915,1992,"images/bio_guide/010738.jpg","bio_guide",""
"HINSHAW, Andrew Jackson","014020","California","Republican Party",94,"House",1923,"","images/bio_guide/014020.jpg","bio_guide",""
"HOWE, Allan Turner","014236","Utah","Democratic Party",94,"House",1927,2000,"images/bio_guide/014236.jpg","bio_guide",""
"HRUSKA, Roman Lee","004660","Nebraska","Republican Party",94,"Senate",1904,1999,"images/bio_guide/004660.jpg","bio_guide",""
"HUNGATE, William Leonard","010740","Missouri","Democratic Party",94,"House",1922,2007,"images/bio_guide/010740.jpg","bio_guide",""
"HUTCHINSON, J. Edward","010597","Michigan","Republican Party",94,"House",1914,1985,"images/bio_guide/010597.jpg","bio_guide",""
"HÉBERT, Felix Edward","004275","Louisiana","Democratic Party",94,"House",1901,1979,"images/bio_guide/004275.jpg","bio_guide",""
"JARMAN, John","094891","Oklahoma","Republican Party",94,"House",1915,1982,"images/bio_guide/094891.jpg","bio_guide",""
"JOHNSON, Albert Walter","010598","Pennsylvania","Republican Party",94,"House",1906,1998,"images/bio_guide/010598.jpg","bio_guide",""
"JONES, Robert Emmett, Jr.","005058","Alabama","Democratic Party",94,"House",1912,1997,"images/bio_guide/005058.jpg","bio_guide",""
"KARTH, Joseph Edward","005098","Minnesota","Democratic Party",94,"House",1922,2005,"images/wiki/005098.jpg","wiki",""
"KLUCZYNSKI, John Carl","005326","Illinois","Democratic Party",94,"House",1896,1975,"images/bio_guide/005326.jpg","bio_guide",""
"LANDRUM, Phillip Mitchell","005436","Georgia","Democratic Party",94,"House",1907,1990,"images/wiki/005436.jpg","wiki",""
"LITTON, Jerry Lon","014030","Missouri","Democratic Party",94,"House",1937,1976,"images/bio_guide/014030.jpg","bio_guide",""
"MACDONALD, Torbert Hart","005873","Massachusetts","Democratic Party",94,"House",1917,1976,"images/wiki/005873.jpg","wiki",""
"MADDEN, Ray John","005900","Indiana","Democratic Party",94,"House",1892,1987,"images/bio_guide/005900.jpg","bio_guide",""
"MANSFIELD, Michael Joseph (Mike)","005967","Montana","Democratic Party",94,"Senate",1903,2001,"images/bio_guide/005967.jpg","bio_guide",""
"MEZVINSKY, Edward Maurice","014036","Iowa","Democratic Party",94,"House",1937,"","images/wiki/014036.jpg","wiki",""
"MILLS, Wilbur Daigh","006532","Arkansas","Democratic Party",94,"House",1909,1992,"images/bio_guide/006532.jpg","bio_guide",""
"MONDALE, Walter Frederick","010813","Minnesota","Democratic Party",94,"Senate",1928,"","images/bio_guide/010813.jpg","bio_guide",""
"MONTOYA, Joseph Manuel","006611","New Mexico","Democratic Party",94,"Senate",1915,1978,"images/bio_guide/006611.jpg","bio_guide",""
"MORGAN, Thomas Ellsworth","006685","Pennsylvania","Democratic Party",94,"House",1906,1995,"images/bio_guide/006685.jpg","bio_guide",""
"MOSHER, Charles Adams","010539","Ohio","Republican Party",94,"House",1906,1984,"images/bio_guide/010539.jpg","bio_guide",""
"MOSS, Frank Edward (Ted)","006754","Utah","Democratic Party",94,"Senate",1911,2003,"images/bio_guide/006754.jpg","bio_guide",""
"McCOLLISTER, John Yetter","013025","Nebraska","Republican Party",94,"House",1921,2013,"images/bio_guide/013025.jpg","bio_guide",""
"McGEE, Gale William","006249","Wyoming","Democratic Party",94,"Senate",1915,1992,"images/bio_guide/006249.jpg","bio_guide",""
"O'HARA, James Grant","007043","Michigan","Democratic Party",94,"House",1925,1989,"images/bio_guide/007043.jpg","bio_guide",""
"PASSMAN, Otto Ernest","007228","Louisiana","Democratic Party",94,"House",1900,1988,"images/bio_guide/007228.jpg","bio_guide",""
"PASTORE, John Orlando","007229","Rhode Island","Democratic Party",94,"Senate",1907,2000,"images/bio_guide/007229.jpg","bio_guide",""
"PATMAN, John William Wright","007232","Texas","Democratic Party",94,"House",1893,1976,"images/bio_guide/007232.jpg","bio_guide",""
"PETTIS, Jerry Lyle","011038","California","Republican Party",94,"House",1916,1975,"images/bio_guide/011038.jpg","bio_guide",""
"PEYSER, Peter A.","093033","New York","Republican Party",94,"House",1921,2014,"images/bio_guide/093033.jpg","bio_guide",""
"RANDALL, William Joseph","007717","Missouri","Democratic Party",94,"House",1909,2000,"images/wiki/007717.jpg","wiki",""
"REES, Thomas Mankell","010790","California","Democratic Party",94,"House",1925,2003,"images/bio_guide/010790.jpg","bio_guide",""
"ROUSH, John Edward","008084","Indiana","Democratic Party",94,"House",1920,2004,"images/bio_guide/008084.jpg","bio_guide",""
"SCHNEEBELI, Herman Theodore","008268","Pennsylvania","Republican Party",94,"House",1907,1982,"images/bio_guide/008268.jpg","bio_guide",""
"SCOTT, Hugh Doggett, Jr.","008301","Pennsylvania","Republican Party",94,"Senate",1900,1994,"images/bio_guide/008301.jpg","bio_guide",""
"SHRIVER, Garner E.","010559","Kansas","Republican Party",94,"House",1912,1998,"images/bio_guide/010559.jpg","bio_guide",""
"STANTON, James Vincent","013043","Ohio","Democratic Party",94,"House",1932,"","images/bio_guide/013043.jpg","bio_guide",""
"STEELMAN, Alan Watson","014054","Texas","Republican Party",94,"House",1942,"","images/bio_guide/014054.jpg","bio_guide",""
"STEIGER, Sam","011050","Arizona","Republican Party",94,"House",1929,2012,"images/bio_guide/011050.jpg","bio_guide",""
"STEPHENS, Robert Grier, Jr.","010563","Georgia","Democratic Party",94,"House",1913,2003,"images/wiki/010563.jpg","wiki",""
"STUCKEY, Williamson Sylvester, Jr.","011052","Georgia","Democratic Party",94,"House",1935,"","images/bio_guide/011052.jpg","bio_guide",""
"SULLIVAN, Leonor Kretzer","009072","Missouri","Democratic Party",94,"House",1902,1988,"images/bio_guide/009072.jpg","bio_guide",""
"SYMINGTON, James Wadsworth","012031","Missouri","Democratic Party",94,"House",1927,"","images/bio_guide/012031.jpg","bio_guide",""
"SYMINGTON, William Stuart (Stuart)","009141","Missouri","Democratic Party",94,"Senate",1901,1988,"images/bio_guide/009141.jpg","bio_guide",""
"TAFT, Robert, Jr.","010630","Ohio","Republican Party",94,"Senate",1917,1993,"images/bio_guide/010630.jpg","bio_guide",""
"TALCOTT, Burt Lacklen","010631","California","Republican Party",94,"House",1920,"","images/bio_guide/010631.jpg","bio_guide",""
"TAYLOR, Roy Arthur","009230","North Carolina","Democratic Party",94,"House",1910,1995,"images/bio_guide/009230.jpg","bio_guide",""
"TUNNEY, John Varick","010777","California","Democratic Party",94,"Senate",1934,"","images/bio_guide/010777.jpg","bio_guide",""
"VANDER VEEN, Richard Franklin","014074","Michigan","Democratic Party",94,"House",1922,2006,"images/bio_guide/014074.jpg","bio_guide",""
"VIGORITO, Joseph Phillip","010778","Pennsylvania","Democratic Party",94,"House",1918,2003,"images/bio_guide/010778.jpg","bio_guide",""
"du PONT, Pierre Samuel, IV","013014","Delaware","Republican Party",94,"House",1935,"","images/manual/013014.jpg","manual","Unknown Provenance [!]"
"AIKEN, George David","000052","Vermont","Republican Party",93,"Senate",1892,1984,"images/bio_guide/000052.jpg","bio_guide",""
"ARENDS, Leslie Cornelius","000226","Illinois","Republican Party",93,"House",1895,1985,"images/bio_guide/000226.jpg","bio_guide",""
"BAKER, LaMar","013005","Tennessee","Republican Party",93,"House",1915,2003,"images/bio_guide/013005.jpg","bio_guide",""
"BENNETT, Wallace Foster","000645","Utah","Republican Party",93,"Senate",1898,1993,"images/bio_guide/000645.jpg","bio_guide",""
"BIBLE, Alan Harvey","000688","Nevada","Democratic Party",93,"Senate",1909,1988,"images/bio_guide/000688.jpg","bio_guide",""
"BLACKBURN, Benjamin Bentley","011002","Georgia","Republican Party",93,"House",1927,"","images/bio_guide/011002.jpg","bio_guide",""
"BLATNIK, John Anton","000789","Minnesota","Democratic Party",93,"House",1911,1991,"images/bio_guide/000789.jpg","bio_guide",""
"BRASCO, Frank James","011004","New York","Democratic Party",93,"House",1932,1998,"images/bio_guide/011004.jpg","bio_guide",""
"BRAY, William Gilmer","000986","Indiana","Republican Party",93,"House",1903,1979,"images/bio_guide/000986.jpg","bio_guide",""
"BROTZMAN, Donald Glenn","010572","Colorado","Republican Party",93,"House",1922,2004,"images/bio_guide/010572.jpg","bio_guide",""
"BROYHILL, Joel Thomas","001154","Virginia","Republican Party",93,"House",1919,2006,"images/bio_guide/001154.jpg","bio_guide",""
"CAMP, John Newbold Happy","012006","Oklahoma","Republican Party",93,"House",1908,1987,"images/bio_guide/012006.jpg","bio_guide",""
"CAREY, Hugh Leo","010508","New York","Democratic Party",93,"House",1919,2011,"images/bio_guide/010508.jpg","bio_guide",""
"CHAMBERLAIN, Charles Ernest","001620","Michigan","Republican Party",93,"House",1917,2002,"images/bio_guide/001620.jpg","bio_guide",""
"CLARK, Frank Monroe","001763","Pennsylvania","Democratic Party",93,"House",1915,2003,"images/bio_guide/001763.jpg","bio_guide",""
"COLLIER, Harold Reginald","001941","Illinois","Republican Party",93,"House",1915,2006,"images/bio_guide/001941.jpg","bio_guide",""
"COOK, Marlow Webster","012102","Kentucky","Republican Party",93,"Senate",1926,2016,"images/bio_guide/012102.jpg","bio_guide",""
"CRONIN, Paul William","014012","Massachusetts","Republican Party",93,"House",1938,1997,"images/bio_guide/014012.jpg","bio_guide",""
"DAVIS, Glenn Robert","002383","Wisconsin","Republican Party",93,"House",1914,1988,"images/bio_guide/002383.jpg","bio_guide",""
"DAVIS, John William","010512","Georgia","Democratic Party",93,"House",1916,1992,"images/bio_guide/010512.jpg","bio_guide",""
"DELLENBACK, John Richard","011011","Oregon","Republican Party",93,"House",1918,2002,"images/bio_guide/011011.jpg","bio_guide",""
"DENHOLM, Frank Edward","013012","South Dakota","Democratic Party",93,"House",1923,2016,"images/bio_guide/013012.jpg","bio_guide",""
"DENNIS, David Worth","012012","Indiana","Republican Party",93,"House",1912,1999,"images/bio_guide/012012.jpg","bio_guide",""
"DOMINICK, Peter Hoyt","010514","Colorado","Republican Party",93,"Senate",1915,1981,"images/bio_guide/010514.jpg","bio_guide",""
"DONOHUE, Harold Daniel","002660","Massachusetts","Democratic Party",93,"House",1901,1984,"images/wiki/002660.jpg","wiki",""
"DORN, William Jennings Bryan","002672","South Carolina","Democratic Party",93,"House",1916,2005,"images/bio_guide/002672.jpg","bio_guide",""
"DULSKI, Thaddeus Joseph","002752","New York","Democratic Party",93,"House",1915,1988,"images/wiki/002752.jpg","wiki",""
"ERVIN, Samuel James, Jr.","002987","North Carolina","Democratic Party",93,"Senate",1896,1985,"images/bio_guide/002987.jpg","bio_guide",""
"FISHER, Ovie Clark","003171","Texas","Democratic Party",93,"House",1903,1994,"images/bio_guide/003171.jpg","bio_guide",""
"FORD, Gerald Rudolph, Jr.","003268","Michigan","Republican Party",93,"House",1913,2006,"images/bio_guide/003268.jpg","bio_guide",""
"FRELINGHUYSEN, Peter Hood Ballantine, Jr.","003364","New Jersey","Republican Party",93,"House",1916,2011,"images/bio_guide/003364.jpg","bio_guide",""
"FROEHLICH, Harold Vernon","014014","Wisconsin","Republican Party",93,"House",1932,"","images/bio_guide/014014.jpg","bio_guide",""
"FULBRIGHT, James William","003388","Arkansas","Democratic Party",93,"Senate",1905,1995,"images/bio_guide/003388.jpg","bio_guide",""
"GETTYS, Thomas Smithwick","010728","South Carolina","Democratic Party",93,"House",1912,2003,"images/bio_guide/010728.jpg","bio_guide",""
"GOODLING, George Atlee","010521","Pennsylvania","Republican Party",93,"House",1896,1982,"images/bio_guide/010521.jpg","bio_guide",""
"GRASSO, Ella Tambussi","013016","Connecticut","Democratic Party",93,"House",1919,1981,"images/bio_guide/013016.jpg","bio_guide",""
"GRAY, Kenneth James","003769","Illinois","Democratic Party",93,"House",1924,2014,"images/bio_guide/003769.jpg","bio_guide",""
"GREEN, Edith Starrett","003775","Oregon","Democratic Party",93,"House",1910,1987,"images/bio_guide/003775.jpg","bio_guide",""
"GRIFFITHS, Martha Wright","003830","Michigan","Democratic Party",93,"House",1912,2003,"images/bio_guide/003830.jpg","bio_guide",""
"GROSS, Harold Royce","003853","Iowa","Republican Party",93,"House",1899,1987,"images/wiki/003853.jpg","wiki",""
"GROVER, James Russell, Jr.","010592","New York","Republican Party",93,"House",1919,2012,"images/wiki/010592.jpg","wiki",""
"GUBSER, Charles Samuel","003867","California","Republican Party",93,"House",1916,2011,"images/bio_guide/003867.jpg","bio_guide",""
"GUNTER, William Dawson, Jr. (Bill)","014017","Florida","Democratic Party",93,"House",1934,"","images/bio_guide/014017.jpg","bio_guide",""
"GURNEY, Edward John","010593","Florida","Republican Party",93,"Senate",1914,1996,"images/bio_guide/010593.jpg","bio_guide",""
"HANNA, Richard Thomas","010594","California","Democratic Party",93,"House",1914,2001,"images/bio_guide/010594.jpg","bio_guide",""
"HANRAHAN, Robert Paul","014019","Illinois","Republican Party",93,"House",1934,2011,"images/bio_guide/014019.jpg","bio_guide",""
"HANSEN, Julia Butler","004043","Washington","Democratic Party",93,"House",1907,1988,"images/bio_guide/004043.jpg","bio_guide",""
"HANSEN, Orval Howard","012016","Idaho","Republican Party",93,"House",1926,"","images/bio_guide/012016.jpg","bio_guide",""
"HARVEY, James","010526","Michigan","Republican Party",93,"House",1922,"","images/wiki/010526.jpg","wiki",""
"HOGAN, Lawrence Joseph","012018","Maryland","Republican Party",93,"House",1928,"","images/bio_guide/012018.jpg","bio_guide",""
"HOLIFIELD, Chester Earl","004514","California","Democratic Party",93,"House",1903,1995,"images/bio_guide/004514.jpg","bio_guide",""
"HOSMER, Craig","004592","California","Republican Party",93,"House",1915,1982,"images/bio_guide/004592.jpg","bio_guide",""
"HUBER, Robert James","014023","Michigan","Republican Party",93,"House",1922,2001,"images/bio_guide/014023.jpg","bio_guide",""
"HUDNUT, William Herbert, III","014024","Indiana","Republican Party",93,"House",1932,"","images/bio_guide/014024.jpg","bio_guide",""
"HUGHES, Harold Everett","012106","Iowa","Democratic Party",93,"Senate",1922,1996,"images/bio_guide/012106.jpg","bio_guide",""
"HUNT, John Edmund","011022","New Jersey","Republican Party",93,"House",1908,1989,"images/bio_guide/011022.jpg","bio_guide",""
"JARMAN, John","004891","Oklahoma","Democratic Party",93,"House",1915,1982,"images/bio_guide/004891.jpg","bio_guide",""
"KEATING, William John","013019","Ohio","Republican Party",93,"House",1927,"","images/bio_guide/013019.jpg","bio_guide",""
"KING, Carleton James","010530","New York","Republican Party",93,"House",1904,1977,"images/bio_guide/010530.jpg","bio_guide",""
"KUYKENDALL, Dan Heflin","011025","Tennessee","Republican Party",93,"House",1924,2008,"images/bio_guide/011025.jpg","bio_guide",""
"KYROS, Peter Nicholas","011027","Maine","Democratic Party",93,"House",1925,2012,"images/bio_guide/011027.jpg","bio_guide",""
"LANDGREBE, Earl Fredrick","012020","Indiana","Republican Party",93,"House",1916,1986,"images/bio_guide/012020.jpg","bio_guide",""
"MAILLIARD, William Somers","005929","California","Republican Party",93,"House",1917,1992,"images/wiki/005929.jpg","wiki",""
"MALLARY, Richard Walker","013052","Vermont","Republican Party",93,"House",1929,2011,"images/bio_guide/013052.jpg","bio_guide",""
"MARAZITI, Joseph James","014034","New Jersey","Republican Party",93,"House",1912,1991,"images/bio_guide/014034.jpg","bio_guide",""
"MARTIN, David Thomas","010534","Nebraska","Republican Party",93,"House",1907,1997,"images/bio_guide/010534.jpg","bio_guide",""
"MATHIAS, Robert Bruce (Bob)","011031","California","Republican Party",93,"House",1930,2006,"images/bio_guide/011031.jpg","bio_guide",""
"MAYNE, Wiley","011032","Iowa","Republican Party",93,"House",1917,2007,"images/bio_guide/011032.jpg","bio_guide",""
"MILLS, William Oswald","013049","Maryland","Republican Party",93,"House",1924,1973,"images/bio_guide/013049.jpg","bio_guide",""
"MINSHALL, William Edwin, Jr.","006548","Ohio","Republican Party",93,"House",1911,1990,"images/bio_guide/006548.jpg","bio_guide",""
"MIZELL, Wilmer David (Vinegar Bend)","012026","North Carolina","Republican Party",93,"House",1930,1999,"images/bio_guide/012026.jpg","bio_guide",""
"McSPADDEN, Clem Rogers","014032","Oklahoma","Democratic Party",93,"House",1925,2008,"images/bio_guide/014032.jpg","bio_guide",""
"NELSEN, Ancher","006860","Minnesota","Republican Party",93,"House",1904,1992,"images/bio_guide/006860.jpg","bio_guide",""
"NIXON, Richard Milhous","099904","President","Republican Party",93,"President",1913,1994,"images/bio_guide/099904.jpg","bio_guide",""
"PODELL, Bertram L.","011064","New York","Democratic Party",93,"House",1925,2005,"images/bio_guide/011064.jpg","bio_guide",""
"POWELL, Walter Eugene","013034","Ohio","Republican Party",93,"House",1931,"","images/bio_guide/013034.jpg","bio_guide",""
"PRICE, Robert Dale","011062","Texas","Republican Party",93,"House",1927,2004,"images/bio_guide/011062.jpg","bio_guide",""
"RARICK, John Richard","011042","Louisiana","Democratic Party",93,"House",1924,2009,"images/bio_guide/011042.jpg","bio_guide",""
"REID, Ogden Rogers","090618","New York","Democratic Party",93,"House",1925,"","images/bio_guide/090618.jpg","bio_guide",""
"RIEGLE, Donald Wayne, Jr.","091043","Michigan","Republican Party",93,"House",1938,"","images/bio_guide/091043.jpg","bio_guide",""
"ROBISON, Howard Winfield","007995","New York","Republican Party",93,"House",1915,1987,"images/bio_guide/007995.jpg","bio_guide",""
"RONCALLO, Angelo Dominick","014047","New York","Republican Party",93,"House",1927,2010,"images/bio_guide/014047.jpg","bio_guide",""
"ROONEY, John James","008049","New York","Democratic Party",93,"House",1903,1975,"images/bio_guide/008049.jpg","bio_guide",""
"ROY, William Robert","013037","Kansas","Democratic Party",93,"House",1926,2014,"images/bio_guide/013037.jpg","bio_guide",""
"RUTH, Earl Baker","012028","North Carolina","Republican Party",93,"House",1916,1989,"images/bio_guide/012028.jpg","bio_guide",""
"SANDMAN, Charles William, Jr.","011046","New Jersey","Republican Party",93,"House",1921,1985,"images/bio_guide/011046.jpg","bio_guide",""
"SAXBE, William Bart","012108","Ohio","Republican Party",93,"Senate",1916,2010,"images/bio_guide/012108.jpg","bio_guide",""
"SAYLOR, John Phillips","008247","Pennsylvania","Republican Party",93,"House",1908,1973,"images/bio_guide/008247.jpg","bio_guide",""
"SCHERLE, William Joseph","011047","Iowa","Republican Party",93,"House",1923,2003,"images/bio_guide/011047.jpg","bio_guide",""
"SHOUP, Richard Gardner (Dick)","013041","Montana","Republican Party",93,"House",1923,1995,"images/bio_guide/013041.jpg","bio_guide",""
"SMITH, Henry P., III","010771","New York","Republican Party",93,"House",1911,1995,"images/wiki/010771.jpg","wiki",""
"STEELE, Robert Hampton","012047","Connecticut","Republican Party",93,"House",1938,"","images/bio_guide/012047.jpg","bio_guide",""
"STUBBLEFIELD, Frank Albert","009056","Kentucky","Democratic Party",93,"House",1907,1977,"images/bio_guide/009056.jpg","bio_guide",""
"TEAGUE, Charles McKevett","009240","California","Republican Party",93,"House",1909,1974,"images/bio_guide/009240.jpg","bio_guide",""
"THOMSON, Vernon Wallace","010564","Wisconsin","Republican Party",93,"House",1905,1988,"images/bio_guide/010564.jpg","bio_guide",""
"TIERNAN, Robert Owens","011061","Rhode Island","Democratic Party",93,"House",1929,2014,"images/bio_guide/011061.jpg","bio_guide",""
"TOWELL, David Gilmer","014059","Nevada","Republican Party",93,"House",1937,2003,"images/bio_guide/014059.jpg","bio_guide",""
"VEYSEY, Victor Vincent","013046","California","Republican Party",93,"House",1915,2001,"images/bio_guide/013046.jpg","bio_guide",""
"WALDIE, Jerome Russell","010793","California","Democratic Party",93,"House",1925,2009,"images/bio_guide/010793.jpg","bio_guide",""
"WARE, John Haines, III","012048","Pennsylvania","Republican Party",93,"House",1908,1997,"images/wiki/012048.jpg","wiki",""
"WIDNALL, William Beck","010091","New Jersey","Republican Party",93,"House",1906,1983,"images/bio_guide/010091.jpg","bio_guide",""
"WILLIAMS, Lawrence Gordon","011056","Pennsylvania","Republican Party",93,"House",1913,1975,"images/bio_guide/011056.jpg","bio_guide",""
"WYATT, Wendell","010785","Oregon","Republican Party",93,"House",1917,2009,"images/bio_guide/010785.jpg","bio_guide",""
"WYMAN, Louis Crosby","010639","New Hampshire","Republican Party",93,"House",1917,2002,"images/bio_guide/010639.jpg","bio_guide",""
"YOUNG, Edward Lunn","014065","South Carolina","Republican Party",93,"House",1920,"","images/bio_guide/014065.jpg","bio_guide",""
"YOUNG, Samuel Hollingsworth","014064","Illinois","Republican Party",93,"House",1922,"","images/bio_guide/014064.jpg","bio_guide",""
"ZION, Roger Herschel","011059","Indiana","Republican Party",93,"House",1921,"","images/bio_guide/011059.jpg","bio_guide",""
"ZWACH, John Matthew","011060","Minnesota","Republican Party",93,"House",1907,1990,"images/wiki/011060.jpg","wiki",""
"ABBITT, Watkins Moorman","000002","Virginia","Democratic Party",92,"House",1908,1998,"images/bio_guide/000002.jpg","bio_guide",""
"ABERNETHY, Thomas Gerstle","000013","Mississippi","Democratic Party",92,"House",1903,1998,"images/bio_guide/000013.jpg","bio_guide",""
"ALLOTT, Gordon Llewellyn","000142","Colorado","Republican Party",92,"Senate",1907,1989,"images/bio_guide/000142.jpg","bio_guide",""
"ANDERSON, Clinton Presba","000165","New Mexico","Democratic Party",92,"Senate",1895,1975,"images/bio_guide/000165.jpg","bio_guide",""
"ANDERSON, William Robert","010701","Tennessee","Democratic Party",92,"House",1921,2007,"images/bio_guide/010701.jpg","bio_guide",""
"ANDREWS, Elizabeth Bullock","013053","Alabama","Democratic Party",92,"House",1911,2002,"images/bio_guide/013053.jpg","bio_guide",""
"ANDREWS, George William","000195","Alabama","Democratic Party",92,"House",1906,1971,"images/bio_guide/000195.jpg","bio_guide",""
"ASPINALL, Wayne Norviel","000275","Colorado","Democratic Party",92,"House",1896,1983,"images/bio_guide/000275.jpg","bio_guide",""
"BARING, Walter Stephan, Jr.","000433","Nevada","Democratic Party",92,"House",1911,1975,"images/bio_guide/000433.jpg","bio_guide",""
"BEGICH, Nicholas Joseph","013006","Alaska","Democratic Party",92,"House",1932,1972,"images/bio_guide/013006.jpg","bio_guide",""
"BELCHER, Page Henry","000590","Oklahoma","Republican Party",92,"House",1899,1980,"images/bio_guide/000590.jpg","bio_guide",""
"BETTS, Jackson Edward","000680","Ohio","Republican Party",92,"House",1904,1993,"images/bio_guide/000680.jpg","bio_guide",""
"BLANTON, Leonard Ray","011003","Tennessee","Democratic Party",92,"House",1930,1996,"images/bio_guide/011003.jpg","bio_guide",""
"BOGGS, James Caleb","000823","Delaware","Republican Party",92,"Senate",1909,1993,"images/bio_guide/000823.jpg","bio_guide",""
"BOGGS, Thomas Hale, Sr.","000824","Louisiana","Democratic Party",92,"House",1914,1972,"images/bio_guide/000824.jpg","bio_guide",""
"BOW, Frank Townsend","000891","Ohio","Republican Party",92,"House",1901,1972,"images/bio_guide/000891.jpg","bio_guide",""
"BYRNE, James Aloysius","001368","Pennsylvania","Democratic Party",92,"House",1906,1980,"images/wiki/001368.jpg","wiki",""
"BYRNES, John William","001371","Wisconsin","Republican Party",92,"House",1913,1985,"images/bio_guide/001371.jpg","bio_guide",""
"CABELL, Earle","010707","Texas","Democratic Party",92,"House",1906,1975,"images/wiki/010707.jpg","wiki",""
"CAFFERY, Patrick Thomson","012005","Louisiana","Democratic Party",92,"House",1932,2013,"images/bio_guide/012005.jpg","bio_guide",""
"CARLSON, Cliffard Dale","013054","Illinois","Republican Party",92,"House",1915,1977,"images/manual/013054.jpg","manual","The Daily Chronicle, Mar 31, 1972"
"CELLER, Emanuel","001611","New York","Democratic Party",92,"House",1888,1981,"images/bio_guide/001611.jpg","bio_guide",""
"COLLINS, George Washington","012045","Illinois","Democratic Party",92,"House",1925,1972,"images/bio_guide/012045.jpg","bio_guide",""
"COLMER, William Meyers","001952","Mississippi","Democratic Party",92,"House",1890,1980,"images/bio_guide/001952.jpg","bio_guide",""
