"name","icpsr","state","party","congress","chamber","born","died","image","source","provenance"
"CONOVER, William Sheldrick, II","013057","Pennsylvania","Republican Party",92,"House",1928,"","images/bio_guide/013057.jpg","bio_guide",""
"COOPER, John Sherman","002052","Kentucky","Republican Party",92,"Senate",1901,1991,"images/bio_guide/002052.jpg","bio_guide",""
"CORBETT, Robert James","002065","Pennsylvania","Republican Party",92,"House",1905,1971,"images/bio_guide/002065.jpg","bio_guide",""
"CURLIN, William Prather, Jr.","013051","Kentucky","Democratic Party",92,"House",1933,"","images/bio_guide/013051.jpg","bio_guide",""
"DOW, John Goodchild","010718","New York","Democratic Party",92,"House",1905,2003,"images/bio_guide/010718.jpg","bio_guide",""
"DOWDY, John Vernard","002700","Texas","Democratic Party",92,"House",1912,1995,"images/wiki/002700.jpg","wiki",""
"DWYER, Florence Price","002804","New Jersey","Republican Party",92,"House",1902,1976,"images/bio_guide/002804.jpg","bio_guide",""
"EDMONDSON, Edmond Augustus","002854","Oklahoma","Democratic Party",92,"House",1919,1990,"images/bio_guide/002854.jpg","bio_guide",""
"EDWARDS, Edwin Washington","010787","Louisiana","Democratic Party",92,"House",1927,"","images/bio_guide/010787.jpg","bio_guide",""
"EDWARDS, Elaine Schwartzenburg","013104","Louisiana","Democratic Party",92,"Senate",1929,"","images/bio_guide/013104.jpg","bio_guide",""
"ELLENDER, Allen Joseph","002901","Louisiana","Democratic Party",92,"Senate",1890,1972,"images/bio_guide/002901.jpg","bio_guide",""
"FULTON, James Grove","003409","Pennsylvania","Republican Party",92,"House",1903,1971,"images/bio_guide/003409.jpg","bio_guide",""
"GALIFIANAKIS, Nick","011017","North Carolina","Democratic Party",92,"House",1928,"","images/bio_guide/011017.jpg","bio_guide",""
"GALLAGHER, Cornelius Edward","003433","New Jersey","Democratic Party",92,"House",1921,"","images/bio_guide/003433.jpg","bio_guide",""
"GAMBRELL, David Henry","013103","Georgia","Democratic Party",92,"Senate",1929,"","images/bio_guide/013103.jpg","bio_guide",""
"GARMATZ, Edward Alexander","003480","Maryland","Democratic Party",92,"House",1903,1986,"images/bio_guide/003480.jpg","bio_guide",""
"GRIFFIN, Charles Hudson","011065","Mississippi","Democratic Party",92,"House",1926,1989,"images/bio_guide/011065.jpg","bio_guide",""
"HAGAN, George Elliott","010522","Georgia","Democratic Party",92,"House",1916,1990,"images/bio_guide/010522.jpg","bio_guide",""
"HALL, Durward Gorham","010523","Missouri","Republican Party",92,"House",1910,2001,"images/bio_guide/010523.jpg","bio_guide",""
"HALPERN, Seymour","003967","New York","Republican Party",92,"House",1913,1997,"images/bio_guide/003967.jpg","bio_guide",""
"HARRIS, Fred Roy","010805","Oklahoma","Democratic Party",92,"Senate",1930,"","images/bio_guide/010805.jpg","bio_guide",""
"HICKS, Louise Day","013017","Massachusetts","Democratic Party",92,"House",1916,2003,"images/bio_guide/013017.jpg","bio_guide",""
"HULL, William Raleigh, Jr.","004724","Missouri","Democratic Party",92,"House",1906,1977,"images/wiki/004724.jpg","wiki",""
"JONAS, Charles Raper","005019","North Carolina","Republican Party",92,"House",1904,1988,"images/wiki/005019.jpg","wiki",""
"JORDAN, Benjamin Everett","005073","North Carolina","Democratic Party",92,"Senate",1896,1974,"images/bio_guide/005073.jpg","bio_guide",""
"JORDAN, Leonard Beck (Len)","010807","Idaho","Republican Party",92,"Senate",1899,1983,"images/bio_guide/010807.jpg","bio_guide",""
"KEE, James","010744","West Virginia","Democratic Party",92,"House",1917,1989,"images/wiki/010744.jpg","wiki",""
"KEITH, Hastings","005131","Massachusetts","Republican Party",92,"House",1915,2005,"images/bio_guide/005131.jpg","bio_guide",""
"KYL, John Henry","005385","Iowa","Republican Party",92,"House",1919,2002,"images/bio_guide/005385.jpg","bio_guide",""
"LENNON, Alton Asa","005606","North Carolina","Democratic Party",92,"House",1906,1986,"images/bio_guide/005606.jpg","bio_guide",""
"LINK, Arthur Albert","013022","North Dakota","Democratic Party",92,"House",1914,2010,"images/bio_guide/013022.jpg","bio_guide",""
"LLOYD, Sherman Parkinson","010600","Utah","Republican Party",92,"House",1914,1979,"images/bio_guide/010600.jpg","bio_guide",""
"LONG, Speedy Oteria","010746","Louisiana","Democratic Party",92,"House",1928,2006,"images/bio_guide/010746.jpg","bio_guide",""
"MILLER, George Paul","006483","California","Democratic Party",92,"House",1891,1982,"images/bio_guide/006483.jpg","bio_guide",""
"MILLER, Jack Richard","010812","Iowa","Republican Party",92,"Senate",1916,1994,"images/bio_guide/010812.jpg","bio_guide",""
"MONAGAN, John Stephen","006586","Connecticut","Democratic Party",92,"House",1911,2005,"images/bio_guide/006586.jpg","bio_guide",""
"MORSE, Frank Bradford","010538","Massachusetts","Republican Party",92,"House",1921,1994,"images/bio_guide/010538.jpg","bio_guide",""
"MORTON, Rogers Clark Ballard","010610","Maryland","Republican Party",92,"House",1914,1979,"images/bio_guide/010610.jpg","bio_guide",""
"MUNDT, Karl Earl","006796","South Dakota","Republican Party",92,"Senate",1900,1974,"images/bio_guide/006796.jpg","bio_guide",""
"McCULLOCH, William Moore","006204","Ohio","Republican Party",92,"House",1901,1980,"images/bio_guide/006204.jpg","bio_guide",""
"McDONALD, Jack H.","011030","Michigan","Republican Party",92,"House",1932,"","images/bio_guide/011030.jpg","bio_guide",""
"McKEVITT, James Douglas (Mike)","013028","Colorado","Republican Party",92,"House",1928,2000,"images/bio_guide/013028.jpg","bio_guide",""
"McMILLAN, John Lanneau","006353","South Carolina","Democratic Party",92,"House",1898,1979,"images/bio_guide/006353.jpg","bio_guide",""
"O'KONSKI, Alvin Edward","007046","Wisconsin","Republican Party",92,"House",1904,1987,"images/bio_guide/007046.jpg","bio_guide",""
"PELLY, Thomas Minor","007313","Washington","Republican Party",92,"House",1902,1973,"images/bio_guide/007313.jpg","bio_guide",""
"PIRNIE, Alexander","007467","New York","Republican Party",92,"House",1903,1982,"images/bio_guide/007467.jpg","bio_guide",""
"POFF, Richard Harding","007500","Virginia","Republican Party",92,"House",1923,2011,"images/bio_guide/007500.jpg","bio_guide",""
"PROUTY, Winston Lewis","007637","Vermont","Republican Party",92,"Senate",1906,1971,"images/bio_guide/007637.jpg","bio_guide",""
"PUCINSKI, Roman Conrad","007642","Illinois","Democratic Party",92,"House",1919,2002,"images/bio_guide/007642.jpg","bio_guide",""
"PURCELL, Graham Boynton, Jr.","010546","Texas","Democratic Party",92,"House",1919,2011,"images/bio_guide/010546.jpg","bio_guide",""
"REID, Charlotte Thompson","010617","Illinois","Republican Party",92,"House",1913,2007,"images/bio_guide/010617.jpg","bio_guide",""
"REID, Ogden Rogers","010618","New York","Republican Party",92,"House",1925,"","images/bio_guide/010618.jpg","bio_guide",""
"RIVERS, Lucius Mendel","007925","South Carolina","Democratic Party",92,"House",1905,1970,"images/bio_guide/007925.jpg","bio_guide",""
"RUSSELL, Richard Brevard, Jr.","008138","Georgia","Democratic Party",92,"Senate",1897,1971,"images/bio_guide/008138.jpg","bio_guide",""
"RYAN, William Fitts","010555","New York","Democratic Party",92,"House",1922,1972,"images/wiki/010555.jpg","wiki",""
"SCHMITZ, John George","012043","California","Republican Party",92,"House",1930,2001,"images/bio_guide/012043.jpg","bio_guide",""
"SCHWENGEL, Frederick Delbert","008288","Iowa","Republican Party",92,"House",1906,1993,"images/bio_guide/008288.jpg","bio_guide",""
"SMITH, H. Allen","008628","California","Republican Party",92,"House",1909,1998,"images/bio_guide/008628.jpg","bio_guide",""
"SMITH, Margaret Chase","008666","Maine","Republican Party",92,"Senate",1897,1995,"images/bio_guide/008666.jpg","bio_guide",""
"SPONG, William Belser, Jr.","011206","Virginia","Democratic Party",92,"Senate",1920,1997,"images/bio_guide/011206.jpg","bio_guide",""
"SPRINGER, William Lee","008814","Illinois","Republican Party",92,"House",1909,1992,"images/wiki/008814.jpg","wiki",""
"TERRY, John Hart","013044","New York","Republican Party",92,"House",1924,2001,"images/bio_guide/013044.jpg","bio_guide",""
"THOMPSON, Standish Fletcher","011053","Georgia","Republican Party",92,"House",1925,"","images/bio_guide/011053.jpg","bio_guide",""
"WATTS, John Clarence","009882","Kentucky","Democratic Party",92,"House",1902,1971,"images/wiki/009882.jpg","wiki",""
"WHALLEY, John Irving","009975","Pennsylvania","Republican Party",92,"House",1902,1980,"images/bio_guide/009975.jpg","bio_guide",""
"ADAIR, Edwin Ross","000018","Indiana","Republican Party",91,"House",1907,1983,"images/bio_guide/000018.jpg","bio_guide",""
"AYRES, William Hanes","000310","Ohio","Republican Party",91,"House",1916,2000,"images/bio_guide/000310.jpg","bio_guide",""
"BATES, William Henry","000518","Massachusetts","Republican Party",91,"House",1917,1969,"images/bio_guide/000518.jpg","bio_guide",""
"BATTIN, James Franklin","010503","Montana","Republican Party",91,"House",1925,1996,"images/bio_guide/010503.jpg","bio_guide",""
"BERRY, Ellis Yarnal","000672","South Dakota","Republican Party",91,"House",1902,1999,"images/bio_guide/000672.jpg","bio_guide",""
"BURTON, Laurence Junior","010576","Utah","Republican Party",91,"House",1926,2002,"images/bio_guide/010576.jpg","bio_guide",""
"BUSH, George Herbert Walker","011008","Texas","Republican Party",91,"House",1924,"","images/bio_guide/011008.jpg","bio_guide",""
"BUTTON, Daniel Evan","011009","New York","Republican Party",91,"House",1917,2009,"images/bio_guide/011009.jpg","bio_guide",""
"CAHILL, William Thomas","001393","New Jersey","Republican Party",91,"House",1912,1996,"images/bio_guide/001393.jpg","bio_guide",""
"COHELAN, Jeffery","001911","California","Democratic Party",91,"House",1914,1999,"images/bio_guide/001911.jpg","bio_guide",""
"COWGER, William Owen","011010","Kentucky","Republican Party",91,"House",1922,1971,"images/wiki/011010.jpg","wiki",""
"CRAMER, William Cato","002143","Florida","Republican Party",91,"House",1922,2003,"images/bio_guide/002143.jpg","bio_guide",""
"CUNNINGHAM, Glenn Clarence","002255","Nebraska","Republican Party",91,"House",1912,2003,"images/bio_guide/002255.jpg","bio_guide",""
"DADDARIO, Emilio Quincy","002295","Connecticut","Democratic Party",91,"House",1918,2010,"images/bio_guide/002295.jpg","bio_guide",""
"DAWSON, William Levi","002433","Illinois","Democratic Party",91,"House",1886,1970,"images/bio_guide/002433.jpg","bio_guide",""
"DENNEY, Robert Vernon","011012","Nebraska","Republican Party",91,"House",1916,1981,"images/bio_guide/011012.jpg","bio_guide",""
"DIRKSEN, Everett McKinley","002609","Illinois","Republican Party",91,"Senate",1896,1969,"images/bio_guide/002609.jpg","bio_guide",""
"DODD, Thomas Joseph","002636","Connecticut","Democratic Party",91,"Senate",1907,1971,"images/bio_guide/002636.jpg","bio_guide",""
"EVERETT, Robert Ashton","003028","Tennessee","Democratic Party",91,"House",1915,1969,"images/wiki/003028.jpg","wiki",""
"FALLON, George Hyde","003054","Maryland","Democratic Party",91,"House",1902,1980,"images/bio_guide/003054.jpg","bio_guide",""
"FARBSTEIN, Leonard","003056","New York","Democratic Party",91,"House",1902,1993,"images/bio_guide/003056.jpg","bio_guide",""
"FEIGHAN, Michael Aloysius","003092","Ohio","Democratic Party",91,"House",1905,1992,"images/bio_guide/003092.jpg","bio_guide",""
"FOREMAN, Edgar Franklin","010584","New Mexico","Republican Party",91,"House",1933,"","images/bio_guide/010584.jpg","bio_guide",""
"FRIEDEL, Samuel Nathaniel","003374","Maryland","Democratic Party",91,"House",1898,1979,"images/bio_guide/003374.jpg","bio_guide",""
"GILBERT, Jacob H.","003575","New York","Democratic Party",91,"House",1920,1981,"images/wiki/003575.jpg","wiki",""
"GOODELL, Charles Ellsworth","003670","New York","Republican Party",91,"Senate",1926,1987,"images/bio_guide/003670.jpg","bio_guide",""
"GORE, Albert Arnold","003704","Tennessee","Democratic Party",91,"Senate",1907,1998,"images/bio_guide/003704.jpg","bio_guide",""
"HOLLAND, Spessard Lindsey","004520","Florida","Democratic Party",91,"Senate",1892,1971,"images/bio_guide/004520.jpg","bio_guide",""
"JOELSON, Charles Samuel","010529","New Jersey","Democratic Party",91,"House",1916,1999,"images/bio_guide/010529.jpg","bio_guide",""
"KIRWAN, Michael Joseph","005301","Ohio","Democratic Party",91,"House",1886,1970,"images/bio_guide/005301.jpg","bio_guide",""
"KLEPPE, Thomas Savig","011024","North Dakota","Republican Party",91,"House",1919,2007,"images/wiki/011024.jpg","wiki",""
"LAIRD, Melvin Robert","005410","Wisconsin","Republican Party",91,"House",1922,"","images/bio_guide/005410.jpg","bio_guide",""
"LANGEN, Odin Elsford Stanley","005451","Minnesota","Republican Party",91,"House",1913,1976,"images/bio_guide/005451.jpg","bio_guide",""
"LIPSCOMB, Glenard Paul","005694","California","Republican Party",91,"House",1915,1970,"images/bio_guide/005694.jpg","bio_guide",""
"LOWENSTEIN, Allard Kenneth","012021","New York","Democratic Party",91,"House",1929,1980,"images/bio_guide/012021.jpg","bio_guide",""
"MARSH, John Otho, Jr.","010603","Virginia","Democratic Party",91,"House",1926,"","images/wiki/010603.jpg","wiki",""
"MAY, Catherine Dean","006101","Washington","Republican Party",91,"House",1914,2004,"images/bio_guide/006101.jpg","bio_guide",""
"MESKILL, Thomas Joseph","011033","Connecticut","Republican Party",91,"House",1928,2007,"images/bio_guide/011033.jpg","bio_guide",""
"MIZE, Chester Louis","010758","Kansas","Republican Party",91,"House",1917,1994,"images/bio_guide/010758.jpg","bio_guide",""
"MURPHY, George Lloyd","010814","California","Republican Party",91,"Senate",1902,1992,"images/bio_guide/010814.jpg","bio_guide",""
"MURPHY, William Thomas","006816","Illinois","Democratic Party",91,"House",1899,1978,"images/wiki/006816.jpg","wiki",""
"MacGREGOR, Clark","010533","Minnesota","Republican Party",91,"House",1922,2003,"images/bio_guide/010533.jpg","bio_guide",""
"McCARTHY, Eugene Joseph","006134","Minnesota","Democratic Party",91,"Senate",1916,2005,"images/bio_guide/006134.jpg","bio_guide",""
"McCARTHY, Richard Dean","010748","New York","Democratic Party",91,"House",1927,1995,"images/bio_guide/010748.jpg","bio_guide",""
"McCORMACK, John William","006177","Massachusetts","Democratic Party",91,"House",1891,1980,"images/bio_guide/006177.jpg","bio_guide",""
"McKNEALLY, Martin Boswell","012024","New York","Republican Party",91,"House",1914,1992,"images/bio_guide/012024.jpg","bio_guide",""
"O'NEAL, Maston Emmett, Jr.","010759","Georgia","Democratic Party",91,"House",1907,1990,"images/wiki/010759.jpg","wiki",""
"OLSEN, Arnold","010543","Montana","Democratic Party",91,"House",1916,1990,"images/wiki/010543.jpg","wiki",""
"PHILBIN, Philip Joseph","007408","Massachusetts","Democratic Party",91,"House",1898,1972,"images/bio_guide/007408.jpg","bio_guide",""
"POLLOCK, Howard Wallace","011039","Alaska","Republican Party",91,"House",1920,2011,"images/wiki/011039.jpg","wiki",""
"POWELL, Adam Clayton, Jr.","007568","New York","Democratic Party",91,"House",1908,1972,"images/bio_guide/007568.jpg","bio_guide",""
"REIFEL, Benjamin","010548","South Dakota","Republican Party",91,"House",1906,1990,"images/bio_guide/010548.jpg","bio_guide",""
"REINECKE, Edwin","010763","California","Republican Party",91,"House",1924,"","images/bio_guide/010763.jpg","bio_guide",""
"ROGERS, Byron Giles","008021","Colorado","Democratic Party",91,"House",1900,1983,"images/wiki/008021.jpg","wiki",""
"RONAN, Daniel John","010765","Illinois","Democratic Party",91,"House",1914,1969,"images/wiki/010765.jpg","wiki",""
"ROUDEBUSH, Richard Lowell","010552","Indiana","Republican Party",91,"House",1918,1995,"images/bio_guide/010552.jpg","bio_guide",""
"RUMSFELD, Donald Henry","010622","Illinois","Republican Party",91,"House",1932,"","images/bio_guide/010622.jpg","bio_guide",""
"SCHADEBERG, Henry Carl","010556","Wisconsin","Republican Party",91,"House",1913,1985,"images/bio_guide/010556.jpg","bio_guide",""
"SMITH, Ralph Tyler","012110","Illinois","Republican Party",91,"Senate",1915,1972,"images/bio_guide/012110.jpg","bio_guide",""
"ST. ONGE, William Leon","010627","Connecticut","Democratic Party",91,"House",1914,1970,"images/bio_guide/010627.jpg","bio_guide",""
"TYDINGS, Joseph Davies","010824","Maryland","Democratic Party",91,"Senate",1928,"","images/bio_guide/010824.jpg","bio_guide",""
"UTT, James Boyd","009578","California","Republican Party",91,"House",1899,1970,"images/bio_guide/009578.jpg","bio_guide",""
"WATKINS, George Robert","010782","Pennsylvania","Republican Party",91,"House",1902,1970,"images/wiki/010782.jpg","wiki",""
"WATSON, Albert William","010634","South Carolina","Republican Party",91,"House",1922,1994,"images/bio_guide/010634.jpg","bio_guide",""
"WILLIAMS, John James","010163","Delaware","Republican Party",91,"Senate",1904,1988,"images/bio_guide/010163.jpg","bio_guide",""
